,County,Cases,Rate_per_100k
660,"Crawford County, KS",0,0.0
661,"Crawford County, MI",0,0.0
662,"Crawford County, MO",0,0.0
663,"Crawford County, OH",Data suppressed,Data suppressed
664,"Crawford County, PA",Data suppressed,Data suppressed
665,"Crawford County, WI",0,0.0
666,"Creek County, OK",Data suppressed,Data suppressed
667,"Crenshaw County, AL",Data suppressed,Data suppressed
668,"Crisp County, GA",5,26.6
669,"Crittenden County, AR",6,15.3
670,"Crittenden County, KY",Data suppressed,Data suppressed
671,"Crockett County, TN",0,0.0
672,"Crockett County, TX",0,0.0
673,"Crook County, OR",Data suppressed,Data suppressed
674,"Crook County, WY",0,0.0
675,"Crosby County, TX",0,0.0
676,"Cross County, AR",0,0.0
677,"Crow Wing County, MN",Data suppressed,Data suppressed
678,"Crowley County, CO",0,0.0
679,"Culberson County, TX",0,0.0
680,"Cullman County, AL",Data suppressed,Data suppressed
681,"Culpeper County, VA",0,0.0
682,"Cumberland County, IL",Data suppressed,Data suppressed
683,"Cumberland County, KY",Data suppressed,Data suppressed
684,"Cumberland County, ME",9,3.5
685,"Cumberland County, NC",71,26.3
686,"Cumberland County, NJ",27,21.5
687,"Cumberland County, PA",8,3.8
688,"Cumberland County, TN",Data suppressed,Data suppressed
689,"Cumberland County, VA",0,0.0
690,"Cuming County, NE",0,0.0
691,"Currituck County, NC",0,0.0
692,"Curry County, NM",5,12.5
693,"Curry County, OR",0,0.0
694,"Custer County, CO",0,0.0
695,"Custer County, ID",0,0.0
696,"Custer County, MT",Data suppressed,Data suppressed
697,"Custer County, NE",0,0.0
698,"Custer County, OK",Data suppressed,Data suppressed
699,"Custer County, SD",0,0.0
700,"Cuyahoga County, OH",147,13.8
701,"Dade County, GA",Data suppressed,Data suppressed
702,"Dade County, MO",0,0.0
703,"Daggett County, UT",0,0.0
704,"Dakota County, MN",20,5.8
705,"Dakota County, NE",Data suppressed,Data suppressed
706,"Dale County, AL",6,14.6
707,"Dallam County, TX",0,0.0
708,"Dallas County, AL",7,21.5
709,"Dallas County, AR",Data suppressed,Data suppressed
710,"Dallas County, IA",Data suppressed,Data suppressed
711,"Dallas County, MO",Data suppressed,Data suppressed
712,"Dallas County, TX",816,38.6
713,"Dane County, WI",25,5.5
714,"Daniels County, MT",0,0.0
715,"Danville City, VA",6,17.4
716,"Dare County, NC",Data suppressed,Data suppressed
717,"Darke County, OH",Data suppressed,Data suppressed
718,"Darlington County, SC",15,26.6
719,"Dauphin County, PA",40,17.3
720,"Davidson County, NC",11,7.9
721,"Davidson County, TN",138,23.8
722,"Davie County, NC",Data suppressed,Data suppressed
723,"Daviess County, IN",0,0.0
724,"Daviess County, KY",Data suppressed,Data suppressed
725,"Daviess County, MO",0,0.0
726,"Davis County, IA",0,0.0
727,"Davis County, UT",8,3.0
728,"Davison County, SD",0,0.0
729,"Dawes County, NE",0,0.0
730,"Dawson County, GA",Data suppressed,Data suppressed
731,"Dawson County, MT",Data suppressed,Data suppressed
732,"Dawson County, NE",Data suppressed,Data suppressed
733,"Dawson County, TX",Data suppressed,Data suppressed
734,"Day County, SD",0,0.0
735,"De Baca County, NM",0,0.0
736,"De Soto Parish, LA",5,22.1
737,"De Witt County, IL",0,0.0
738,"Deaf Smith County, TX",Data suppressed,Data suppressed
739,"Dearborn County, IN",0,0.0
740,"Decatur County, GA",Data suppressed,Data suppressed
741,"Decatur County, IA",0,0.0
742,"Decatur County, IN",0,0.0
743,"Decatur County, KS",0,0.0
744,"Decatur County, TN",Data suppressed,Data suppressed
745,"Deer Lodge County, MT",0,0.0
746,"Defiance County, OH",Data suppressed,Data suppressed
747,"Dekalb County, AL",Data suppressed,Data suppressed
748,"Dekalb County, GA",358,57.6
749,"Dekalb County, IL",8,9.1
750,"Dekalb County, IN",0,0.0
751,"Dekalb County, MO",0,0.0
752,"Dekalb County, TN",0,0.0
753,"Del Norte County, CA",Data suppressed,Data suppressed
754,"Delaware County, IA",Data suppressed,Data suppressed
755,"Delaware County, IN",9,9.0
756,"Delaware County, NY",Data suppressed,Data suppressed
757,"Delaware County, OH",Data suppressed,Data suppressed
758,"Delaware County, OK",Data suppressed,Data suppressed
759,"Delaware County, PA",56,11.8
760,"Delta County, CO",Data suppressed,Data suppressed
761,"Delta County, MI",Data suppressed,Data suppressed
762,"Delta County, TX",0,0.0
763,"Denali Borough, AK",Data suppressed,Data suppressed
764,"Dent County, MO",Data suppressed,Data suppressed
765,"Denton County, TX",63,9.2
766,"Denver County, CO",148,24.7
767,"Des Moines County, IA",Data suppressed,Data suppressed
768,"Deschutes County, OR",6,3.8
769,"Desha County, AR",Data suppressed,Data suppressed
770,"Desoto County, FL",Data suppressed,Data suppressed
771,"Desoto County, MS",17,11.6
772,"Deuel County, NE",0,0.0
773,"Deuel County, SD",0,0.0
774,"Dewey County, OK",0,0.0
775,"Dewey County, SD",0,0.0
776,"Dewitt County, TX",Data suppressed,Data suppressed
777,"Dickens County, TX",0,0.0
778,"Dickenson County, VA",0,0.0
779,"Dickey County, ND",0,0.0
780,"Dickinson County, IA",0,0.0
781,"Dickinson County, KS",0,0.0
782,"Dickinson County, MI",0,0.0
783,"Dickson County, TN",Data suppressed,Data suppressed
784,"Dillingham Census Area, AK",Data suppressed,Data suppressed
785,"Dillon County, SC",Data suppressed,Data suppressed
786,"Dimmit County, TX",0,0.0
787,"Dinwiddie County, VA",0,0.0
788,"District Of Columbia, DC",305,51.1
789,"Divide County, ND",0,0.0
790,"Dixie County, FL",Data suppressed,Data suppressed
791,"Dixon County, NE",0,0.0
792,"Doddridge County, WV",0,0.0
793,"Dodge County, GA",Data suppressed,Data suppressed
794,"Dodge County, MN",Data suppressed,Data suppressed
795,"Dodge County, NE",0,0.0
796,"Dodge County, WI",6,7.9
797,"Dolores County, CO",0,0.0
798,"Doniphan County, KS",0,0.0
799,"Donley County, TX",0,0.0
800,"Dooly County, GA",Data suppressed,Data suppressed
801,"Door County, WI",Data suppressed,Data suppressed
802,"Dorchester County, MD",6,22.0
803,"Dorchester County, SC",17,13.0
804,"Dougherty County, GA",38,51.6
805,"Douglas County, CO",10,3.6
806,"Douglas County, GA",31,26.3
807,"Douglas County, IL",0,0.0
808,"Douglas County, KS",Data suppressed,Data suppressed
809,"Douglas County, MN",Data suppressed,Data suppressed
810,"Douglas County, MO",0,0.0
811,"Douglas County, NE",46,10.1
812,"Douglas County, NV",Data suppressed,Data suppressed
813,"Douglas County, OR",Data suppressed,Data suppressed
814,"Douglas County, SD",0,0.0
815,"Douglas County, WA",Data suppressed,Data suppressed
816,"Douglas County, WI",Data suppressed,Data suppressed
817,"Doña Ana County, NM",20,11.3
818,"Drew County, AR",0,0.0
819,"Dubois County, IN",0,0.0
820,"Dubuque County, IA",Data suppressed,Data suppressed
821,"Duchesne County, UT",0,0.0
822,"Dukes County, MA",0,0.0
823,"Dundy County, NE",0,0.0
824,"Dunklin County, MO",Data suppressed,Data suppressed
825,"Dunn County, ND",0,0.0
826,"Dunn County, WI",0,0.0
827,"Dupage County, IL",38,4.9
828,"Duplin County, NC",6,12.3
829,"Durham County, NC",64,24.4
830,"Dutchess County, NY",14,5.5
831,"Duval County, FL",300,38.4
832,"Duval County, TX",Data suppressed,Data suppressed
833,"Dyer County, TN",Data suppressed,Data suppressed
834,"Eagle County, CO",Data suppressed,Data suppressed
835,"Early County, GA",Data suppressed,Data suppressed
836,"East Baton Rouge Parish, LA",166,44.9
837,"East Carroll Parish, LA",Data suppressed,Data suppressed
838,"East Feliciana Parish, LA",5,29.6
839,"Eastland County, TX",Data suppressed,Data suppressed
840,"Eaton County, MI",Data suppressed,Data suppressed
841,"Eau Claire County, WI",0,0.0
842,"Echols County, GA",Data suppressed,Data suppressed
843,"Ector County, TX",23,18.9
844,"Eddy County, ND",0,0.0
845,"Eddy County, NM",Data suppressed,Data suppressed
846,"Edgar County, IL",0,0.0
847,"Edgecombe County, NC",14,31.7
848,"Edgefield County, SC",Data suppressed,Data suppressed
849,"Edmonson County, KY",Data suppressed,Data suppressed
850,"Edmunds County, SD",0,0.0
851,"Edwards County, IL",0,0.0
852,"Edwards County, KS",Data suppressed,Data suppressed
853,"Edwards County, TX",0,0.0
854,"Effingham County, GA",6,12.3
855,"Effingham County, IL",0,0.0
856,"El Dorado County, CA",8,4.9
857,"El Paso County, CO",36,6.2
858,"El Paso County, TX",137,20.3
859,"Elbert County, CO",0,0.0
860,"Elbert County, GA",Data suppressed,Data suppressed
861,"Elk County, KS",0,0.0
862,"Elk County, PA",Data suppressed,Data suppressed
863,"Elkhart County, IN",17,10.4
864,"Elko County, NV",Data suppressed,Data suppressed
865,"Elliott County, KY",Data suppressed,Data suppressed
866,"Ellis County, KS",0,0.0
867,"Ellis County, OK",0,0.0
868,"Ellis County, TX",15,10.6
869,"Ellsworth County, KS",0,0.0
870,"Elmore County, AL",7,10.2
871,"Elmore County, ID",Data suppressed,Data suppressed
872,"Emanuel County, GA",5,27.2
873,"Emery County, UT",Data suppressed,Data suppressed
874,"Emmet County, IA",Data suppressed,Data suppressed
875,"Emmet County, MI",0,0.0
876,"Emmons County, ND",0,0.0
877,"Emporia City, VA",Data suppressed,Data suppressed
878,"Erath County, TX",0,0.0
879,"Erie County, NY",82,10.4
880,"Erie County, OH",Data suppressed,Data suppressed
881,"Erie County, PA",7,3.0
882,"Escambia County, AL",Data suppressed,Data suppressed
883,"Escambia County, FL",59,22.3
884,"Esmeralda County, NV",0,0.0
885,"Essex County, MA",68,10.2
886,"Essex County, NJ",315,47.8
887,"Essex County, NY",0,0.0
888,"Essex County, VA",0,0.0
889,"Essex County, VT",0,0.0
890,"Estill County, KY",Data suppressed,Data suppressed
891,"Etowah County, AL",10,11.5
892,"Eureka County, NV",0,0.0
893,"Evangeline Parish, LA",8,29.2
894,"Evans County, GA",0,0.0
895,"Fairbanks North Star Borough, AK",Data suppressed,Data suppressed
896,"Fairfax City, VA",Data suppressed,Data suppressed
897,"Fairfax County, VA",9,0.9
898,"Fairfield County, CT",61,7.7
899,"Fairfield County, OH",Data suppressed,Data suppressed
900,"Fairfield County, SC",Data suppressed,Data suppressed
901,"Fall River County, SD",0,0.0
902,"Fallon County, MT",0,0.0
903,"Falls Church City, VA",Data suppressed,Data suppressed
904,"Falls County, TX",Data suppressed,Data suppressed
905,"Fannin County, GA",0,0.0
906,"Fannin County, TX",Data suppressed,Data suppressed
907,"Faribault County, MN",0,0.0
908,"Faulk County, SD",0,0.0
909,"Faulkner County, AR",11,10.7
910,"Fauquier County, VA",0,0.0
911,"Fayette County, AL",0,0.0
912,"Fayette County, GA",13,13.6
913,"Fayette County, IA",0,0.0
914,"Fayette County, IL",Data suppressed,Data suppressed
915,"Fayette County, IN",0,0.0
916,"Fayette County, KY",40,14.7
917,"Fayette County, OH",Data suppressed,Data suppressed
918,"Fayette County, PA",Data suppressed,Data suppressed
919,"Fayette County, TN",7,20.3
920,"Fayette County, TX",0,0.0
921,"Fayette County, WV",Data suppressed,Data suppressed
922,"Fentress County, TN",Data suppressed,Data suppressed
923,"Fergus County, MT",0,0.0
924,"Ferry County, WA",0,0.0
925,"Fillmore County, MN",0,0.0
926,"Fillmore County, NE",0,0.0
927,"Finney County, KS",0,0.0
928,"Fisher County, TX",0,0.0
929,"Flagler County, FL",14,14.4
930,"Flathead County, MT",Data suppressed,Data suppressed
931,"Fleming County, KY",Data suppressed,Data suppressed
932,"Florence County, SC",34,29.6
933,"Florence County, WI",0,0.0
934,"Floyd County, GA",12,14.8
935,"Floyd County, IA",0,0.0
936,"Floyd County, IN",6,9.3
937,"Floyd County, KY",Data suppressed,Data suppressed
938,"Floyd County, TX",0,0.0
939,"Floyd County, VA",0,0.0
940,"Fluvanna County, VA",0,0.0
941,"Foard County, TX",0,0.0
942,"Fond Du Lac County, WI",0,0.0
943,"Ford County, IL",0,0.0
944,"Ford County, KS",Data suppressed,Data suppressed
945,"Forest County, PA",Data suppressed,Data suppressed
946,"Forest County, WI",0,0.0
947,"Forrest County, MS",22,35.3
948,"Forsyth County, GA",12,6.5
949,"Forsyth County, NC",67,21.4
950,"Fort Bend County, TX",82,13.3
951,"Foster County, ND",0,0.0
952,"Fountain County, IN",0,0.0
953,"Franklin City, VA",Data suppressed,Data suppressed
954,"Franklin County, AL",Data suppressed,Data suppressed
955,"Franklin County, AR",0,0.0
956,"Franklin County, FL",Data suppressed,Data suppressed
957,"Franklin County, GA",0,0.0
958,"Franklin County, IA",0,0.0
959,"Franklin County, ID",0,0.0
960,"Franklin County, IL",Data suppressed,Data suppressed
961,"Franklin County, IN",0,0.0
962,"Franklin County, KS",Data suppressed,Data suppressed
963,"Franklin County, KY",Data suppressed,Data suppressed
964,"Franklin County, MA",Data suppressed,Data suppressed
965,"Franklin County, ME",0,0.0
966,"Franklin County, MO",Data suppressed,Data suppressed
967,"Franklin County, MS",0,0.0
968,"Franklin County, NC",6,10.8
969,"Franklin County, NE",Data suppressed,Data suppressed
970,"Franklin County, NY",0,0.0
971,"Franklin County, OH",224,20.9
972,"Franklin County, PA",7,5.4
973,"Franklin County, TN",Data suppressed,Data suppressed
974,"Franklin County, TX",0,0.0
975,"Franklin County, VA",0,0.0
976,"Franklin County, VT",Data suppressed,Data suppressed
977,"Franklin County, WA",Data suppressed,Data suppressed
978,"Franklin Parish, LA",Data suppressed,Data suppressed
979,"Frederick County, MD",17,8.1
980,"Frederick County, VA",0,0.0
981,"Fredericksburg City, VA",0,0.0
982,"Freeborn County, MN",Data suppressed,Data suppressed
983,"Freestone County, TX",Data suppressed,Data suppressed
984,"Fremont County, CO",Data suppressed,Data suppressed
985,"Fremont County, IA",Data suppressed,Data suppressed
986,"Fremont County, ID",Data suppressed,Data suppressed
987,"Fremont County, WY",Data suppressed,Data suppressed
988,"Fresno County, CA",157,20.1
989,"Frio County, TX",Data suppressed,Data suppressed
990,"Frontier County, NE",0,0.0
991,"Fulton County, AR",0,0.0
992,"Fulton County, GA",617,70.6
993,"Fulton County, IL",0,0.0
994,"Fulton County, IN",0,0.0
995,"Fulton County, KY",Data suppressed,Data suppressed
996,"Fulton County, NY",Data suppressed,Data suppressed
997,"Fulton County, OH",0,0.0
998,"Fulton County, PA",0,0.0
999,"Furnas County, NE",Data suppressed,Data suppressed
1000,"Gadsden County, FL",10,25.8
1001,"Gage County, NE",0,0.0
1002,"Gaines County, TX",Data suppressed,Data suppressed
1003,"Galax City, VA",0,0.0
1004,"Gallatin County, IL",Data suppressed,Data suppressed
1005,"Gallatin County, KY",Data suppressed,Data suppressed
1006,"Gallatin County, MT",Data suppressed,Data suppressed
1007,"Gallia County, OH",0,0.0
1008,"Galveston County, TX",45,16.3
1009,"Garden County, NE",0,0.0
1010,"Garfield County, CO",5,10.4
1011,"Garfield County, MT",0,0.0
1012,"Garfield County, NE",0,0.0
1013,"Garfield County, OK",Data suppressed,Data suppressed
1014,"Garfield County, UT",0,0.0
1015,"Garfield County, WA",0,0.0
1016,"Garland County, AR",Data suppressed,Data suppressed
1017,"Garrard County, KY",Data suppressed,Data suppressed
1018,"Garrett County, MD",Data suppressed,Data suppressed
1019,"Garvin County, OK",Data suppressed,Data suppressed
1020,"Garza County, TX",0,0.0
1021,"Gasconade County, MO",0,0.0
1022,"Gaston County, NC",25,13.6
1023,"Gates County, NC",0,0.0
1024,"Geary County, KS",0,0.0
1025,"Geauga County, OH",Data suppressed,Data suppressed
1026,"Gem County, ID",0,0.0
1027,"Genesee County, MI",33,9.6
1028,"Genesee County, NY",5,10.1
1029,"Geneva County, AL",Data suppressed,Data suppressed
1030,"Gentry County, MO",0,0.0
1031,"George County, MS",Data suppressed,Data suppressed
1032,"Georgetown County, SC",8,14.9
1033,"Gibson County, IN",0,0.0
1034,"Gibson County, TN",Data suppressed,Data suppressed
1035,"Gila County, AZ",Data suppressed,Data suppressed
1036,"Gilchrist County, FL",0,0.0
1037,"Giles County, TN",0,0.0
1038,"Giles County, VA",0,0.0
1039,"Gillespie County, TX",0,0.0
1040,"Gilliam County, OR",0,0.0
1041,"Gilmer County, GA",0,0.0
1042,"Gilmer County, WV",0,0.0
1043,"Gilpin County, CO",0,0.0
1044,"Glacier County, MT",Data suppressed,Data suppressed
1045,"Glades County, FL",Data suppressed,Data suppressed
1046,"Gladwin County, MI",0,0.0
1047,"Glascock County, GA",0,0.0
1048,"Glasscock County, TX",0,0.0
1049,"Glenn County, CA",Data suppressed,Data suppressed
1050,"Gloucester County, NJ",17,6.9
1051,"Gloucester County, VA",0,0.0
1052,"Glynn County, GA",20,28.0
1053,"Gogebic County, MI",Data suppressed,Data suppressed
1054,"Golden Valley County, MT",0,0.0
1055,"Golden Valley County, ND",0,0.0
1056,"Goliad County, TX",0,0.0
1057,"Gonzales County, TX",0,0.0
1058,"Goochland County, VA",0,0.0
1059,"Goodhue County, MN",0,0.0
1060,"Gooding County, ID",0,0.0
1061,"Gordon County, GA",0,0.0
1062,"Goshen County, WY",0,0.0
1063,"Gosper County, NE",0,0.0
1064,"Gove County, KS",Data suppressed,Data suppressed
1065,"Grady County, GA",Data suppressed,Data suppressed
1066,"Grady County, OK",Data suppressed,Data suppressed
1067,"Grafton County, NH",Data suppressed,Data suppressed
1068,"Graham County, AZ",Data suppressed,Data suppressed
1069,"Graham County, KS",0,0.0
1070,"Graham County, NC",0,0.0
1071,"Grainger County, TN",Data suppressed,Data suppressed
1072,"Grand County, CO",0,0.0
1073,"Grand County, UT",0,0.0
1074,"Grand Forks County, ND",7,11.8
1075,"Grand Isle County, VT",Data suppressed,Data suppressed
1076,"Grand Traverse County, MI",Data suppressed,Data suppressed
1077,"Granite County, MT",0,0.0
1078,"Grant County, AR",Data suppressed,Data suppressed
1079,"Grant County, IN",7,12.4
1080,"Grant County, KS",0,0.0
1081,"Grant County, KY",Data suppressed,Data suppressed
1082,"Grant County, MN",0,0.0
1083,"Grant County, ND",0,0.0
1084,"Grant County, NE",0,0.0
1085,"Grant County, NM",0,0.0
1086,"Grant County, OK",0,0.0
1087,"Grant County, OR",0,0.0
1088,"Grant County, SD",0,0.0
1089,"Grant County, WA",0,0.0
1090,"Grant County, WI",0,0.0
1091,"Grant County, WV",0,0.0
1092,"Grant Parish, LA",Data suppressed,Data suppressed
1093,"Granville County, NC",10,19.6
1094,"Gratiot County, MI",0,0.0
1095,"Graves County, KY",Data suppressed,Data suppressed
1096,"Gray County, KS",0,0.0
1097,"Gray County, TX",Data suppressed,Data suppressed
1098,"Grays Harbor County, WA",Data suppressed,Data suppressed
1099,"Grayson County, KY",Data suppressed,Data suppressed
1100,"Grayson County, TX",7,6.4
1101,"Grayson County, VA",0,0.0
1102,"Greeley County, KS",0,0.0
1103,"Greeley County, NE",0,0.0
1104,"Green County, KY",Data suppressed,Data suppressed
1105,"Green County, WI",0,0.0
1106,"Green Lake County, WI",0,0.0
1107,"Greenbrier County, WV",Data suppressed,Data suppressed
1108,"Greene County, AL",0,0.0
1109,"Greene County, AR",Data suppressed,Data suppressed
1110,"Greene County, GA",Data suppressed,Data suppressed
1111,"Greene County, IA",Data suppressed,Data suppressed
1112,"Greene County, IL",0,0.0
1113,"Greene County, IN",Data suppressed,Data suppressed
1114,"Greene County, MO",11,4.5
1115,"Greene County, MS",Data suppressed,Data suppressed
1116,"Greene County, NC",Data suppressed,Data suppressed
1117,"Greene County, NY",Data suppressed,Data suppressed
1118,"Greene County, OH",13,9.1
1119,"Greene County, PA",0,0.0
1120,"Greene County, TN",Data suppressed,Data suppressed
1121,"Greene County, VA",0,0.0
1122,"Greenlee County, AZ",0,0.0
1123,"Greensville County, VA",0,0.0
1124,"Greenup County, KY",Data suppressed,Data suppressed
1125,"Greenville County, SC",60,14.2
1126,"Greenwood County, KS",0,0.0
1127,"Greenwood County, SC",6,10.2
1128,"Greer County, OK",0,0.0
1129,"Gregg County, TX",21,21.1
1130,"Gregory County, SD",0,0.0
1131,"Grenada County, MS",Data suppressed,Data suppressed
1132,"Griggs County, ND",0,0.0
1133,"Grimes County, TX",Data suppressed,Data suppressed
1134,"Grundy County, IA",0,0.0
1135,"Grundy County, IL",Data suppressed,Data suppressed
1136,"Grundy County, MO",0,0.0
1137,"Grundy County, TN",0,0.0
1138,"Guadalupe County, NM",0,0.0
1139,"Guadalupe County, TX",11,8.4
1140,"Guernsey County, OH",0,0.0
1141,"Guilford County, NC",124,27.9
1142,"Gulf County, FL",Data suppressed,Data suppressed
1143,"Gunnison County, CO",Data suppressed,Data suppressed
1144,"Guthrie County, IA",0,0.0
1145,"Gwinnett County, GA",174,23.4
1146,"Haakon County, SD",0,0.0
1147,"Habersham County, GA",Data suppressed,Data suppressed
1148,"Haines Borough, AK",Data suppressed,Data suppressed
1149,"Hale County, AL",Data suppressed,Data suppressed
1150,"Hale County, TX",Data suppressed,Data suppressed
1151,"Halifax County, NC",10,22.9
1152,"Halifax County, VA",0,0.0
1153,"Hall County, GA",17,10.4
1154,"Hall County, NE",5,10.2
1155,"Hall County, TX",Data suppressed,Data suppressed
1156,"Hamblen County, TN",Data suppressed,Data suppressed
1157,"Hamilton County, FL",Data suppressed,Data suppressed
1158,"Hamilton County, IA",0,0.0
1159,"Hamilton County, IL",0,0.0
1160,"Hamilton County, IN",18,6.9
1161,"Hamilton County, KS",0,0.0
1162,"Hamilton County, NE",0,0.0
1163,"Hamilton County, NY",0,0.0
1164,"Hamilton County, OH",186,27.4
1165,"Hamilton County, TN",43,14.0
1166,"Hamilton County, TX",Data suppressed,Data suppressed
1167,"Hamlin County, SD",0,0.0
1168,"Hampden County, MA",44,11.1
1169,"Hampshire County, MA",Data suppressed,Data suppressed
1170,"Hampshire County, WV",0,0.0
1171,"Hampton City, VA",35,30.7
1172,"Hampton County, SC",5,30.2
1173,"Hancock County, GA",Data suppressed,Data suppressed
1174,"Hancock County, IA",0,0.0
1175,"Hancock County, IL",0,0.0
1176,"Hancock County, IN",Data suppressed,Data suppressed
1177,"Hancock County, KY",Data suppressed,Data suppressed
1178,"Hancock County, ME",Data suppressed,Data suppressed
1179,"Hancock County, MS",Data suppressed,Data suppressed
1180,"Hancock County, OH",5,7.8
1181,"Hancock County, TN",Data suppressed,Data suppressed
1182,"Hancock County, WV",0,0.0
1183,"Hand County, SD",0,0.0
1184,"Hanover County, VA",0,0.0
1185,"Hansford County, TX",0,0.0
1186,"Hanson County, SD",0,0.0
1187,"Haralson County, GA",Data suppressed,Data suppressed
1188,"Hardee County, FL",Data suppressed,Data suppressed
1189,"Hardeman County, TN",Data suppressed,Data suppressed
1190,"Hardeman County, TX",0,0.0
1191,"Hardin County, IA",0,0.0
1192,"Hardin County, IL",0,0.0
1193,"Hardin County, KY",8,9.0
1194,"Hardin County, OH",Data suppressed,Data suppressed
1195,"Hardin County, TN",Data suppressed,Data suppressed
1196,"Hardin County, TX",Data suppressed,Data suppressed
1197,"Harding County, NM",0,0.0
1198,"Harding County, SD",0,0.0
1199,"Hardy County, WV",0,0.0
1200,"Harford County, MD",24,11.3
1201,"Harlan County, KY",Data suppressed,Data suppressed
1202,"Harlan County, NE",0,0.0
1203,"Harmon County, OK",0,0.0
1204,"Harnett County, NC",16,15.0
1205,"Harney County, OR",Data suppressed,Data suppressed
1206,"Harper County, KS",0,0.0
1207,"Harper County, OK",0,0.0
1208,"Harris County, GA",Data suppressed,Data suppressed
1209,"Harris County, TX","1,099",29.3
1210,"Harrison County, IA",0,0.0
1211,"Harrison County, IN",Data suppressed,Data suppressed
1212,"Harrison County, KY",Data suppressed,Data suppressed
1213,"Harrison County, MO",0,0.0
1214,"Harrison County, MS",18,10.7
1215,"Harrison County, OH",Data suppressed,Data suppressed
1216,"Harrison County, TX",Data suppressed,Data suppressed
1217,"Harrison County, WV",0,0.0
1218,"Harrisonburg City, VA",Data suppressed,Data suppressed
1219,"Hart County, GA",Data suppressed,Data suppressed
1220,"Hart County, KY",Data suppressed,Data suppressed
1221,"Hartford County, CT",79,10.4
1222,"Hartley County, TX",0,0.0
1223,"Harvey County, KS",Data suppressed,Data suppressed
1224,"Haskell County, KS",0,0.0
1225,"Haskell County, OK",0,0.0
1226,"Haskell County, TX",0,0.0
1227,"Hawaii County, HI",7,4.2
1228,"Hawkins County, TN",0,0.0
1229,"Hayes County, NE",0,0.0
1230,"Hays County, TX",19,10.6
1231,"Haywood County, NC",Data suppressed,Data suppressed
1232,"Haywood County, TN",5,33.8
1233,"Heard County, GA",0,0.0
1234,"Hemphill County, TX",0,0.0
1235,"Hempstead County, AR",Data suppressed,Data suppressed
1236,"Henderson County, IL",0,0.0
1237,"Henderson County, KY",Data suppressed,Data suppressed
1238,"Henderson County, NC",7,7.0
1239,"Henderson County, TN",Data suppressed,Data suppressed
1240,"Henderson County, TX",Data suppressed,Data suppressed
1241,"Hendricks County, IN",16,11.9
1242,"Hendry County, FL",Data suppressed,Data suppressed
1243,"Hennepin County, MN",127,12.1
1244,"Henrico County, VA",0,0.0
1245,"Henry County, AL",5,34.1
1246,"Henry County, GA",38,20.4
1247,"Henry County, IA",0,0.0
1248,"Henry County, IL",Data suppressed,Data suppressed
1249,"Henry County, IN",6,14.5
1250,"Henry County, KY",Data suppressed,Data suppressed
1251,"Henry County, MO",Data suppressed,Data suppressed
1252,"Henry County, OH",Data suppressed,Data suppressed
1253,"Henry County, TN",Data suppressed,Data suppressed
1254,"Henry County, VA",0,0.0
1255,"Herkimer County, NY",0,0.0
1256,"Hernando County, FL",17,10.4
1257,"Hertford County, NC",Data suppressed,Data suppressed
1258,"Hettinger County, ND",0,0.0
1259,"Hickman County, KY",Data suppressed,Data suppressed
1260,"Hickman County, TN",0,0.0
1261,"Hickory County, MO",0,0.0
1262,"Hidalgo County, NM",0,0.0
1263,"Hidalgo County, TX",100,15.3
1264,"Highland County, OH",Data suppressed,Data suppressed
1265,"Highland County, VA",0,0.0
1266,"Highlands County, FL",5,5.5
1267,"Hill County, MT",0,0.0
1268,"Hill County, TX",Data suppressed,Data suppressed
1269,"Hillsborough County, FL",302,25.6
1270,"Hillsborough County, NH",20,5.7
1271,"Hillsdale County, MI",0,0.0
1272,"Hinds County, MS",86,43.5
1273,"Hinsdale County, CO",0,0.0
1274,"Hitchcock County, NE",0,0.0
1275,"Hocking County, OH",Data suppressed,Data suppressed
1276,"Hockley County, TX",Data suppressed,Data suppressed
1277,"Hodgeman County, KS",0,0.0
1278,"Hoke County, NC",Data suppressed,Data suppressed
1279,"Holmes County, FL",0,0.0
1280,"Holmes County, MS",0,0.0
1281,"Holmes County, OH",0,0.0
1282,"Holt County, MO",0,0.0
1283,"Holt County, NE",0,0.0
1284,"Honolulu County, HI",59,7.1
1285,"Hood County, TX",0,0.0
1286,"Hood River County, OR",0,0.0
1287,"Hooker County, NE",0,0.0
1288,"Hoonah-Angoon Census Area, AK",Data suppressed,Data suppressed
1289,"Hopewell City, VA",Data suppressed,Data suppressed
1290,"Hopkins County, KY",Data suppressed,Data suppressed
1291,"Hopkins County, TX",Data suppressed,Data suppressed
1292,"Horry County, SC",65,22.5
1293,"Hot Spring County, AR",13,45.2
1294,"Hot Springs County, WY",Data suppressed,Data suppressed
1295,"Houghton County, MI",Data suppressed,Data suppressed
1296,"Houston County, AL",18,20.6
1297,"Houston County, GA",24,19.2
1298,"Houston County, MN",Data suppressed,Data suppressed
1299,"Houston County, TN",0,0.0
1300,"Houston County, TX",Data suppressed,Data suppressed
1301,"Howard County, AR",0,0.0
1302,"Howard County, IA",0,0.0
1303,"Howard County, IN",Data suppressed,Data suppressed
1304,"Howard County, MD",18,6.8
1305,"Howard County, MO",0,0.0
1306,"Howard County, NE",0,0.0
1307,"Howard County, TX",9,29.5
1308,"Howell County, MO",0,0.0
1309,"Hubbard County, MN",0,0.0
1310,"Hudson County, NJ",165,29.1
1311,"Hudspeth County, TX",Data suppressed,Data suppressed
